name;team;position;age;fantasycalcId;sleeperId;mflId;value;overallRank;positionRank;trend30day
"Bru McCoy";"null";"WR";"null";11771;"11612";"UNK";595;309;102;-4
"Mitchell Evans";"null";"TE";"null";12614;"12473";"UNK";594;310;42;-4
"Ja'Quinden Jackson";"null";"RB";"null";12651;"12479";"UNK";580;313;82;-4
"Barion Brown";"null";"WR";"null";12645;"12456";"UNK";572;314;104;-4
"Corey Kiner";"null";"RB";"null";12581;"12491";"UNK";497;326;87;-3
"Antwane Wells";"null";"WR";"null";12615;"12460";"UNK";491;328;112;-4
"Riley Leonard";"null";"QB";"null";12613;"12470";"UNK";481;329;43;-4
"Kyle McCord";"null";"QB";"null";12647;"12494";"UNK";432;341;45;-3
"Kobe Hudson";"null";"WR";"null";12608;"12488";"UNK";422;342;117;-3
"Evan Stewart";"null";"WR";"null";12585;"12468";"UNK";351;351;119;-3
"Moliki Matavao";"null";"TE";"null";12628;"12480";"UNK";337;353;47;-2
"Kurtis Rourke";"null";"QB";"null";12630;"12477";"UNK";327;356;49;-3
"Jaydn Ott";"null";"RB";"null";12577;"12459";"UNK";208;380;98;-1
"Deion Burks";"null";"WR";"null";12660;"12458";"UNK";175;388;134;-1
